"Restaurant.Name","City","Average.Cost.for.two","Has.Table.booking","Has.Online.delivery","Is.delivering.now","Votes","Aggregate.rating","Rating.text","Cuisine.code"
"Gabbar Di Hatti","New Delhi",300,0,0,0,19,3.4,"Average",52
"1990's","New Delhi",250,0,0,0,15,3.3,"Average",52
"Amul Cafe","New Delhi",300,0,0,0,23,3.3,"Average",19
"Burger Point","New Delhi",300,0,0,0,28,3.4,"Average",13
"Buta Singh Da Dhabba","New Delhi",150,0,0,0,14,2.8,"Average",52
"Cafe Amigo","New Delhi",400,0,0,0,41,3,"Average",15
"Cafe Coffee Day","New Delhi",450,0,0,0,16,3,"Average",15
"Cake Palace","New Delhi",200,0,0,0,11,2.7,"Average",7
"Carara","New Delhi",500,0,0,0,20,2.6,"Average",52
"Channi Pishori Chicken","New Delhi",400,0,0,0,55,3.3,"Average",48
"Chatkora Food N Snacks Corner","New Delhi",350,0,0,0,6,2.9,"Average",22
"Chetana Bakes","New Delhi",400,0,0,0,6,3,"Average",7
"Chily Hut","New Delhi",750,0,0,0,20,3.2,"Average",17
"De' Bistro","New Delhi",850,1,0,0,16,3.3,"Average",17
"Deep Bakers","New Delhi",100,0,0,0,17,3.2,"Average",22
"Delhi 6","New Delhi",350,0,0,0,44,2.6,"Average",52
"Finest Pizzeria","New Delhi",600,0,1,0,5,3.1,"Average",56
"Food Lab","New Delhi",300,0,0,0,5,3,"Average",17
"Goli Vada Pav No. 1","New Delhi",100,0,0,0,26,3.3,"Average",66
"Grover Sweets","New Delhi",100,0,0,0,8,3.1,"Average",46
"Hema Chinese Foods","New Delhi",300,0,0,0,21,3.3,"Average",17
"Hunger Stop","New Delhi",600,0,0,0,13,3.2,"Average",52
"Ishwar Sweets","New Delhi",300,0,0,0,33,3.4,"Average",17
"Kathi Express","New Delhi",500,0,0,0,33,2.6,"Average",22
"Kream's","New Delhi",200,0,0,0,8,3.1,"Average",7
"Madras Cafe","New Delhi",300,0,0,0,33,3.3,"Average",63
"Mandeep Punjabi Rasoi","New Delhi",200,0,0,0,10,3,"Average",52
"Masti Curry","New Delhi",350,0,1,0,31,2.8,"Average",52
"New Madras Cafe","New Delhi",300,0,0,0,34,3.1,"Average",63
"Pakwan","New Delhi",600,0,0,0,20,2.8,"Average",17
"Patiala Shahi Soups","New Delhi",300,0,0,0,12,3.1,"Average",48
"Pizza Yum","New Delhi",650,0,0,0,24,3.1,"Average",56
"Polka Pastry & Snack Bar","New Delhi",350,0,1,0,44,2.7,"Average",7
"Red Hot","New Delhi",350,0,0,0,15,3.3,"Average",52
"Republic of Chicken","New Delhi",400,0,0,0,17,3.1,"Average",59
"Sai Ann Kutir","New Delhi",400,0,0,0,37,2.8,"Average",17
"Saravana South Indian Hut","New Delhi",250,0,0,0,10,3.2,"Average",63
"Sardar Pure Meat Shop","New Delhi",300,0,0,0,9,3.2,"Average",59
"Shama Chicken Corner","New Delhi",400,0,0,0,23,3.1,"Average",52
"Shan E Punjab","New Delhi",550,0,0,0,23,3.4,"Average",52
"Shanghai Nights","New Delhi",450,0,0,0,11,2.8,"Average",17
"Shree Ram Sweets & Bakers","New Delhi",100,0,0,0,4,3,"Average",46
"Sindhi Kulfi Wala","New Delhi",100,0,0,0,4,3,"Average",19
"South Indian Cafe","New Delhi",350,0,0,0,42,3.3,"Average",63
"South Indian Hut","New Delhi",250,0,0,0,35,3.4,"Average",63
"Spinns Resto-Bar","New Delhi",800,1,0,0,43,2.6,"Average",52
"Subway","New Delhi",500,0,1,0,28,2.6,"Average",1
"Taneja Bakery","New Delhi",200,0,0,0,17,3.2,"Average",7
"Tequila Express","New Delhi",1150,1,1,0,40,3.4,"Average",52
"The China Town","New Delhi",600,0,0,0,26,3.4,"Average",17
"THS - The Hunger Street","New Delhi",600,0,0,0,49,3.2,"Average",52
"True Blue","New Delhi",1100,1,0,0,31,3.2,"Average",52
"Twenty Four Seven","New Delhi",300,0,0,0,7,3.1,"Average",22
"Your's Chole Bhature","New Delhi",100,0,0,0,42,2.6,"Average",66
"Baskin Robbins","New Delhi",300,0,0,0,36,3.5,"Good",30
"Pure Punjabi","New Delhi",700,0,0,0,56,3.5,"Good",52
"Welcome Food Point","New Delhi",600,0,1,0,26,2.3,"Poor",17
"Arora Snacks","New Delhi",350,0,0,0,14,2.8,"Average",17
"Bansal Mithai Wale","New Delhi",100,0,0,0,5,2.9,"Average",46
"Fabulous Cake Bites","New Delhi",400,0,1,0,33,3.4,"Average",7
"Garam Masala Food Corner","New Delhi",450,0,1,0,114,3.3,"Average",52
"Health Buzzz","New Delhi",350,0,1,0,7,3.1,"Average",28
"Kumar Pav Bhaji Corner","New Delhi",200,0,0,0,12,3.2,"Average",22
"Le Chef","New Delhi",400,0,0,0,6,3,"Average",17
"Nainy Fast Food","New Delhi",300,0,0,0,12,3.3,"Average",17
"Platform Nine and Three Quarters","New Delhi",600,0,0,0,54,2.6,"Average",15
"Pudding & Pie","New Delhi",450,0,0,0,5,3.1,"Average",7
"Rapture","New Delhi",400,0,0,0,51,2.5,"Average",7
"Sachdeva Chinese Fast Food","New Delhi",400,0,0,0,21,3.3,"Average",17
"Simply Cakes","New Delhi",400,0,0,0,10,3.2,"Average",7
"The Dosa King","New Delhi",400,0,0,0,4,2.9,"Average",63
"Bhappe Di Hatti","New Delhi",500,0,1,0,37,3.5,"Good",52
"Cafetorium","New Delhi",600,0,1,0,122,3.8,"Good",15
"Food Express","New Delhi",800,0,1,0,126,3.6,"Good",17
"Sai Bajaj Restaurant","New Delhi",300,0,1,0,35,3.6,"Good",17
"The Chimney Bar-Be-Que","New Delhi",500,0,0,0,26,3.6,"Good",52
"Urban Punjab","New Delhi",600,0,0,0,168,3.6,"Good",52
"Chintamani's Namkeen","New Delhi",350,0,0,0,29,2.4,"Poor",17
"Deltasious","New Delhi",400,0,1,0,64,2.2,"Poor",52
"Tandoori Junction","New Delhi",300,0,1,0,10,2.4,"Poor",52
"Apni Rasoi","New Delhi",300,0,0,0,19,2.6,"Average",52
"Haldiram Bhujiawala","New Delhi",400,0,0,0,35,3.4,"Average",66
"Meghraj Food Court","New Delhi",250,0,0,0,24,3,"Average",52
"Meghraj Sweets","New Delhi",150,0,0,0,8,3.2,"Average",46
"34, Chowringhee Lane","New Delhi",350,0,0,0,86,3.4,"Average",22
"Subway","New Delhi",500,0,1,0,152,2.1,"Poor",1
"The Golden Dragon","New Delhi",1500,1,0,0,178,3.5,"Good",17
"KFC","New Delhi",500,0,1,0,86,3.4,"Average",1
"Mitra Da Dhaba","New Delhi",400,0,0,0,216,3.5,"Good",52
"Mr. Sub","New Delhi",400,0,1,0,83,3.7,"Good",22
"Kennedy's","New Delhi",400,0,1,0,491,4.1,"Very Good",17
"Keventers","New Delhi",400,0,0,0,5,3.1,"Average",9
"Street Foods by Punjab Grill","New Delhi",600,0,0,0,17,3.2,"Average",66
"Subway","New Delhi",500,0,1,0,25,3.1,"Average",1
"Wow! Momo","New Delhi",350,0,0,0,8,3.1,"Average",17
"Biryani Blues","New Delhi",1000,0,0,0,22,3.6,"Good",11
"Eat Me","New Delhi",600,0,1,0,33,2.7,"Average",52
"EDC Mania","New Delhi",150,0,0,0,39,3.3,"Average",22
"Elegant China X-Press","New Delhi",400,0,0,0,9,3.1,"Average",17
"Gopala","New Delhi",250,0,0,0,28,3.3,"Average",46
"Green Chick Chop","New Delhi",350,0,0,0,30,3.1,"Average",59
"Hangchuaa's Chinese Food Corner","New Delhi",600,0,0,0,5,2.7,"Average",17
"Madhuvan Chinese Fast Food","New Delhi",300,0,0,0,52,2.7,"Average",17
"Momos House","New Delhi",350,0,0,0,5,2.9,"Average",17
"Punjab Restaurant","New Delhi",600,0,0,0,46,3.2,"Average",52
"Rhythm Restro-Bar","New Delhi",1000,1,0,0,42,3,"Average",48
"Say Cheese","New Delhi",400,0,1,0,128,2.7,"Average",22
"Sona Restaurant","New Delhi",450,0,0,0,30,3.2,"Average",52
"Uraki","New Delhi",400,0,0,0,8,2.7,"Average",4
"Wah Ji Wah","New Delhi",450,0,0,0,25,3,"Average",52
"Annapurna Sweets","New Delhi",150,0,0,0,109,3.9,"Good",46
"Karnataka","New Delhi",500,0,1,0,334,3.7,"Good",63
"Ali Baba Caves","Noida",500,0,0,0,15,3.1,"Average",15
"Cafí© Doo Ghoont","Noida",600,0,1,0,50,3.4,"Average",15
"Knights Chaska","Noida",800,1,0,0,6,2.9,"Average",52
"Thirsty Scholar Cafe","Noida",450,0,0,0,45,3.2,"Average",15
"JSB Evergreen Snack & Sweets","Noida",300,0,0,0,47,3.1,"Average",52
"221 B Baker Street","Noida",200,0,1,0,94,3.5,"Good",7
"Kapoors Balle Balle","Noida",400,0,1,0,331,3.7,"Good",52
"Lakshmi Coffee House","Noida",300,0,0,0,603,3.8,"Good",63
"Geoffrey's","Noida",2600,1,0,0,579,3,"Average",4
"Haldiram's","Noida",600,0,0,0,169,3.5,"Good",52
"Maamouchee @ My Way","Noida",1100,1,1,0,278,3.5,"Good",32
"Americana Kitchen and Bar","Noida",2000,1,0,0,221,2.4,"Poor",1
"Punjabi By Nature Quickie","Noida",1100,1,0,0,120,3.4,"Average",52
"United Coffee House Rewind","Noida",1500,1,0,0,215,3.4,"Average",52
"Wow! Momo","Noida",350,0,0,0,212,2.7,"Average",71
"Oh So Stoned!","Noida",250,0,0,0,324,4.5,"Excellent",19
"The Big Chill Cakery","Noida",700,0,0,0,147,4.5,"Excellent",7
"Barista","Noida",650,0,0,0,23,3.5,"Good",15
"Big Wong XL","Noida",1500,1,1,0,199,3.9,"Good",17
"Carl's Jr.","Noida",650,0,1,0,458,3.8,"Good",13
"Chaayos","Noida",400,0,0,0,124,3.9,"Good",15
"Chi Asian Cookhouse","Noida",1400,1,1,0,173,3.9,"Good",17
"Costa Coffee","Noida",600,0,0,0,64,3.7,"Good",15
"Dunkin' Donuts","Noida",600,0,0,0,86,3.7,"Good",13
"Instapizza","Noida",900,0,1,0,214,3.7,"Good",56
"Keventers","Noida",400,0,0,0,169,3.8,"Good",9
"Pirates of Grill","Noida",1800,0,0,0,749,3.9,"Good",52
"Pizza Hut","Noida",1000,0,0,0,173,3.9,"Good",32
"PizzaExpress","Noida",1600,1,1,0,366,3.9,"Good",32
"RollsKing","Noida",400,0,0,0,232,3.9,"Good",22
"Taco Bell","Noida",550,0,1,0,397,3.6,"Good",44
"The Frozen Factory","Noida",350,0,0,0,22,3.7,"Good",30
"Theos","Noida",500,0,0,0,13,3.5,"Good",7
"Wendy's","Noida",400,0,1,0,518,3.7,"Good",13
"Zizo","Noida",1600,1,1,0,67,3.8,"Good",38
"Cafe Delhi Heights","Noida",1500,1,0,0,567,4.1,"Very Good",18
"Chili's Grill & Bar","Noida",1500,1,1,0,750,4.1,"Very Good",44
"Made In Punjab","Noida",1500,1,0,0,322,4.1,"Very Good",52
"Mamagoto","Noida",1600,1,1,0,428,4.3,"Very Good",4
"Movenpick","Noida",650,0,1,0,91,4,"Very Good",30
"Smaaash","Noida",1350,0,0,0,121,4,"Very Good",52
"SodaBottleOpenerWala","Noida",1300,0,0,0,617,4,"Very Good",54
"The Bento Cafe","Noida",750,0,1,0,316,4.2,"Very Good",4
"Earthen Oven - Fortune Inn Grazia","Noida",1500,1,0,0,67,3.4,"Average",52
"Fortune Deli -  Fortune Inn Grazia","Noida",2000,1,0,0,27,3.2,"Average",17
"Cafe Pipa","Noida",350,0,0,0,96,3.4,"Average",15
"Cook Du Kdu","Noida",650,0,1,0,112,3.1,"Average",52
"Green Chick Chop","Noida",350,0,1,0,12,2.6,"Average",59
"New Vishal's Kitchen","Noida",600,0,0,0,24,2.5,"Average",52
"Samarkand","Noida",1500,1,1,0,129,3.3,"Average",52
"Mirchievous","Noida",650,0,1,0,44,3.9,"Good",52
"Pearls Regency","Noida",1200,0,0,0,330,3.7,"Good",52
"Imperfecto","Noida",1800,1,0,0,299,3.4,"Average",43
"Chaayos","Noida",400,0,1,0,46,3.6,"Good",15
"Dunkin' Donuts","Noida",600,0,1,0,481,3.7,"Good",13
"The Smoke Factory","Noida",2000,1,0,0,240,3.8,"Good",52
"Turquoise Cottage - TC Original 1997","Noida",1900,1,0,0,240,3.8,"Good",18
"Laat Saab","Noida",1300,1,1,0,111,4.1,"Very Good",52
"Starbucks","Noida",700,0,0,0,59,4,"Very Good",15
"Aim Cafe And Restaurant","Noida",1200,1,0,0,19,3.3,"Average",33
"Al-Swad","Noida",400,0,1,0,6,2.5,"Average",52
"Anands","Noida",500,0,1,0,36,2.6,"Average",17
"Bansiwala Restaurant","Noida",200,0,1,0,4,2.5,"Average",52
"Cafe Coffee Day","Noida",450,0,0,0,24,2.8,"Average",15
"Food Tamasha & Co.","Noida",600,0,1,0,24,3.2,"Average",52
"Grand Heritage Resort","Noida",800,1,0,0,17,3.1,"Average",52
"Green Chick Chop","Noida",350,0,0,0,20,3.2,"Average",59
"Kafe Republic","Noida",300,0,1,0,37,3.1,"Average",22
"Kar C Lounge & Restaurant","Noida",600,0,0,0,16,2.8,"Average",15
"Kolkata Roll Point","Noida",100,0,0,0,9,2.8,"Average",22
"Royal Awadh","Noida",500,0,1,0,9,3,"Average",52
"Royal Rasoi","Noida",600,0,0,0,21,2.8,"Average",52
"Royale Bakers","Noida",250,0,1,0,18,2.8,"Average",7
"Sahi Darbar","Noida",400,0,1,0,12,2.6,"Average",52
"Taco Street","Noida",500,0,0,0,4,2.9,"Average",22
"The Noodle Co","Noida",900,1,0,0,8,3.1,"Average",70
"Veg Always","Noida",600,0,1,0,25,2.7,"Average",52
"Yu Turn","Noida",1000,1,1,0,43,2.9,"Average",52
"Zaika","Noida",600,0,0,0,10,2.5,"Average",52
"Zaika","Noida",600,0,0,0,50,2.8,"Average",52
"Domino's Pizza","Noida",700,0,0,0,56,3.5,"Good",56
"Night Food Service","Noida",350,0,0,0,80,3.8,"Good",22
"Uncle's Patty","Noida",500,0,0,0,28,3.5,"Good",22
"Desi Galli","Noida",500,0,1,0,55,2.9,"Average",52
"Mr. Flavour","Noida",500,0,1,0,10,2.7,"Average",52
"Wah Ji Wah","Noida",300,0,0,0,16,3.1,"Average",52
"Indian Diners","Noida",1300,1,0,0,7,3,"Average",52
"Gravity","Noida",1000,1,1,0,192,2.6,"Average",17
"Kolkata Biryani House","Noida",500,0,1,0,109,2.8,"Average",52
"Rotees n More","Noida",350,0,1,0,49,3.2,"Average",52
"Saleem's Takeaway","Noida",600,0,0,0,44,2.6,"Average",52
"Sikandrabadi Biryani","Noida",400,0,1,0,29,3.4,"Average",11
"Wok N Spice","Noida",300,0,0,0,21,3.1,"Average",17
"Zaika Hindustani","Noida",600,0,0,0,33,2.7,"Average",48
"Chanda Food","Noida",350,0,0,0,97,3.6,"Good",17
"Chhote Nawab","Noida",250,0,1,0,24,3.5,"Good",39
"Delish BBQ","Noida",500,0,1,0,40,3.9,"Good",52
"Goli Vada Pav No. 1","Noida",150,0,1,0,280,3.6,"Good",66
"Happy Hakka","Noida",650,0,1,0,582,3.6,"Good",17
"Baker's Studio - Jaypee Greens","Noida",1000,0,0,0,29,3.4,"Average",7
"Matrix - Jaypee Greens","Noida",2000,1,0,0,20,3.2,"Average",23
"Tea Lounge - Jaypee Greens","Noida",900,0,0,0,14,2.9,"Average",15
"Paatra - Jaypee Greens","Noida",3500,1,0,0,79,3.5,"Good",52
"Cooks Cafe - Jaypee Greens","Noida",1500,1,0,0,29,3.3,"Average",18
"Burger King","Noida",500,0,1,0,14,3.3,"Average",13
"Cafe Pitacos","Noida",600,0,1,0,18,3,"Average",18
"Cinnabon & Auntie Anne's","Noida",500,0,0,0,6,3.1,"Average",19
"Cocoberry","Noida",300,0,0,0,16,3.4,"Average",19
"Hakka Haus","Noida",950,0,0,0,6,3.2,"Average",17
"Kebab Xpress","Noida",600,0,0,0,7,2.9,"Average",52
"KFC","Noida",500,0,1,0,15,2.5,"Average",1
"Mad Over Donuts","Noida",450,0,1,0,13,3.2,"Average",19
"Ni Hao","Noida",700,0,0,0,10,3,"Average",17
"Pizza Hut","Noida",1000,0,0,0,7,2.6,"Average",32
"Subway","Noida",500,0,1,0,5,2.6,"Average",1
"Time To Tea","Noida",350,0,0,0,5,2.8,"Average",68
"Vaango!","Noida",450,0,0,0,6,2.8,"Average",63
"Biryani Blues","Noida",1000,0,0,0,18,3.5,"Good",11
"Jungle Jamboree","Noida",1200,0,0,0,46,3.8,"Good",52
"Keventers","Noida",400,0,0,0,34,3.5,"Good",9
"Pita Pit","Noida",600,0,1,0,20,3.6,"Good",28
"Chicago Pizza","Noida",600,0,1,0,8,2.3,"Poor",56
"Mr. Sub","Noida",400,0,1,0,27,2.3,"Poor",22
"Flluid - Mosaic Hotels","Noida",2200,1,0,0,135,3.2,"Average",18
"Latitude - Mosaic Hotels","Noida",1700,1,0,0,61,3.3,"Average",52
"Baker's Zone","Noida",200,0,1,0,9,2.9,"Average",7
"Chakna","Noida",450,0,1,0,5,2.7,"Average",52
"Get Set Go","Noida",800,0,0,0,5,3.1,"Average",52
"Sip & Snacks","Noida",550,0,1,0,6,3.2,"Average",17
"The Anna","Noida",400,0,1,0,19,2.8,"Average",17
"Kathi Junction","Noida",400,0,1,0,83,3.5,"Good",22
"Cakewalk - Park Plaza","Noida",500,0,0,0,25,3.4,"Average",7
"New Town Lounge - Park Plaza","Noida",2000,1,0,0,32,3.2,"Average",18
"New Town Cafe - Park Plaza","Noida",2800,1,0,0,228,4.1,"Very Good",18
"S-18 - Radisson Blu","Noida",3200,1,0,0,218,3.5,"Good",43
"Chip Chap Shahi Corner","Noida",200,0,0,0,12,2.9,"Average",52
"Mother's Kitchen","Noida",100,0,0,0,6,2.9,"Average",52
"TBH äóñ To Be Healthy","Noida",500,0,1,0,76,4,"Very Good",34
"Mehfill","Noida",600,0,1,0,90,2.7,"Average",52
"Punjabi Pakwaan","Noida",800,1,1,0,34,3.3,"Average",52
"Santushti","Noida",300,0,1,0,70,2.6,"Average",63
"Uncle's","Noida",600,0,1,0,190,3.4,"Average",52
"Cafe Limelight","Noida",900,0,1,0,38,3.7,"Good",15
"Alley's Urbane Cafe","Noida",400,0,0,0,33,3.2,"Average",15
"Backstreet Kitchen","Noida",500,0,1,0,33,3.4,"Average",52
"Berco's","Noida",1100,1,0,0,9,3.1,"Average",17
"Breaktym","Noida",400,0,1,0,11,2.6,"Average",52
"Chawla's 2","Noida",1400,0,1,0,12,2.5,"Average",52
"Chicken Kraft","Noida",400,0,0,0,4,2.9,"Average",52
"Chinese By Nature","Noida",400,0,0,0,19,2.9,"Average",17
"DV's Chinese Kitchen","Noida",300,0,0,0,10,2.8,"Average",17
"Evergreen Sweets","Noida",200,0,0,0,16,2.6,"Average",46
"Green Chick Chop","Noida",350,0,0,0,7,2.9,"Average",59
"Hyderabad Delights","Noida",400,0,0,0,13,3.3,"Average",52
"Kabab And Tadka","Noida",600,0,1,0,36,2.5,"Average",52
"Kanha Bhog","Noida",150,0,0,0,26,2.6,"Average",46
"Mezbaan Jaika Restaurant","Noida",500,0,0,0,18,2.7,"Average",11
"Pind Balluchi","Noida",1000,0,1,0,26,2.6,"Average",11
"Red Capsicum","Noida",500,0,1,0,25,2.6,"Average",52
"Singh Foods","Noida",700,0,1,0,7,3.2,"Average",52
"Sparrows At Home Bakery & Cafe","Noida",500,0,0,0,13,3.3,"Average",15
"The New Koyla Kitchen","Noida",600,0,1,0,36,2.7,"Average",52
"Theyö_Ÿö«ó","Noida",800,0,1,0,13,3.4,"Average",52
"Your Spicy Kitchen","Noida",800,1,0,0,8,3.1,"Average",48
"Yumm Biryani","Noida",550,0,1,0,27,3.2,"Average",11
"Aureo Dine & Bake House","Noida",1000,1,1,0,367,3.5,"Good",52
"Being Truckers","Noida",550,0,1,0,99,3.8,"Good",22
"China Leaf","Noida",650,0,1,0,115,3.7,"Good",17
"Mera Vala Dabba","Noida",400,0,1,0,18,3.6,"Good",52
"Moti Mahal Delux- Legendary Culinary","Noida",900,0,1,0,72,3.6,"Good",52
"Noshh","Noida",850,0,1,0,56,3.6,"Good",52
"Tadqa Tandoor Express","Noida",750,0,1,0,108,3.6,"Good",52
"The Kebab Company","Noida",400,0,1,0,21,3.5,"Good",22
"Domino's Pizza","Noida",700,0,0,0,84,2.1,"Poor",56
"Kamboj's","Noida",800,1,1,0,76,2.4,"Poor",52
"Pizza Hut Delivery","Noida",800,0,1,0,94,2.3,"Poor",32
"Subway","Noida",500,0,0,0,51,2.4,"Poor",1
"The Cake Expert's","Noida",250,0,1,0,63,2.4,"Poor",7
"The Saffron Boutique","Noida",800,1,0,0,175,4,"Very Good",52
"Aggarwal Kachori Wale","Noida",100,0,0,0,9,3,"Average",52
"Bakes & Cakes","Noida",250,0,1,0,5,3,"Average",7
"Burger's Kitchen","Noida",350,0,0,0,31,2.8,"Average",22
"Jhatpat Khana","Noida",400,0,0,0,7,3,"Average",52
"Mahi Rasoi","Noida",500,0,1,0,34,2.6,"Average",52
"Night Safari Cafe","Noida",300,0,0,0,4,3,"Average",22
"Saheb's Restaurant","Noida",550,0,0,0,26,2.7,"Average",52
"Scrummy Bites","Noida",350,0,1,0,30,3.1,"Average",52
"Berco's","Noida",1100,0,1,0,1182,3.7,"Good",17
"Aggarwal Sweet Shop","Noida",150,0,1,0,15,2.3,"Poor",46
"Hungry - I","Noida",450,0,1,0,26,2.6,"Average",15
"Oh Buoy","Noida",550,0,0,0,55,3.4,"Average",44
"Caffeinated","Noida",200,0,0,0,64,3.9,"Good",9
"Sam and Scrooge","Noida",550,0,1,0,132,3.9,"Good",18
"Tpot","Noida",400,0,1,0,20,3.6,"Good",15
"Aroma","Noida",300,0,0,0,4,3,"Average",63
"Bawarchi","Noida",450,0,0,0,5,2.9,"Average",52
"Book Food Kitchen","Noida",400,0,1,0,19,3.1,"Average",52
"Breaktym","Noida",400,0,1,0,6,2.5,"Average",52
"Chaska By Taste","Noida",600,0,0,0,4,2.9,"Average",52
"Domino's Pizza","Noida",700,0,0,0,27,2.5,"Average",56
"Grill King","Noida",400,0,0,0,4,3,"Average",52
"Moti Mahal Deluxe Advant","Noida",1400,0,0,0,7,2.8,"Average",52
"Rolling Beans","Noida",200,0,1,0,9,2.8,"Average",52
"RollsKing","Noida",400,0,0,0,19,3.2,"Average",22
"SnacksWale.com","Noida",400,0,0,0,8,2.8,"Average",52
"Subway","Noida",500,0,1,0,13,2.6,"Average",1
"Super Cake Shop","Noida",300,0,0,0,6,2.9,"Average",7
"DIOS The Neighbourhood Bistro","Noida",1300,1,0,0,108,4.2,"Very Good",18
"Cake n Flower","Noida",150,0,0,0,7,2.9,"Average",7
"Dilli 6","Noida",500,0,1,0,84,2.8,"Average",52
"Food Bell","Noida",400,0,0,0,6,2.8,"Average",52
"Kalpana Hotel","Noida",200,0,0,0,4,2.9,"Average",52
"Sagar Dhaba","Noida",350,0,0,0,27,3.1,"Average",52
"Shree Balaji Shudh Vaishno Hotel","Noida",150,0,0,0,5,2.9,"Average",52
"Shree Rathnam","Noida",800,1,1,0,57,3.3,"Average",63
"Simran's Cake Studio","Noida",250,0,0,0,23,3.4,"Average",7
"Sweet Cake","Noida",300,0,0,0,10,3,"Average",7
"The Cake Xpress","Noida",250,0,1,0,43,3,"Average",7
"The Chef","Noida",500,0,0,0,8,2.7,"Average",52
"The Flying Pan","Noida",400,0,0,0,12,3.2,"Average",52
"Wrapster","Noida",200,0,0,0,48,3.2,"Average",22
"Getafix Petit","Noida",700,0,1,0,14,3.5,"Good",28
"Lawn Bistro","Noida",1500,1,1,0,328,3.6,"Good",52
"Barista","Noida",650,0,0,0,22,2.9,"Average",15
"Divine Curries","Noida",700,0,1,0,31,3,"Average",52
"Moon Bite","Noida",300,0,1,0,13,3.3,"Average",52
"Subway","Noida",500,0,0,0,55,3.4,"Average",1
"Hurry's Paratha","Noida",200,0,1,0,45,3.5,"Good",52
"McDonald's","Noida",500,0,1,0,135,3.7,"Good",22
"Barbeque Nation","Noida",1600,0,0,0,1670,4.3,"Very Good",52
"Aggarwal","Noida",400,0,1,0,61,3.3,"Average",63
"Anchor Bar & Kitchen","Noida",1300,1,0,0,106,2.5,"Average",52
"Basil Tree","Noida",1200,1,1,0,431,3.4,"Average",32
"Bon Bon Pastry Shop","Noida",150,0,0,0,213,3.1,"Average",7
"BSGulati's Punjabi Swad","Noida",700,0,1,0,357,2.5,"Average",52
"Cafe-18","Noida",250,0,0,0,103,2.5,"Average",22
"Chandni Chowk Ke Mashhoor Paranthe","Noida",100,0,0,0,30,2.8,"Average",52
"Cheenos","Noida",1500,1,0,0,521,2.6,"Average",1
"Gola Sizzlers","Noida",1600,1,0,0,198,3.3,"Average",17
"Hira Sweets","Noida",600,0,0,0,36,3.3,"Average",46
"Karim's","Noida",1200,1,0,0,446,3.3,"Average",48
"KFC","Noida",500,0,1,0,608,2.7,"Average",1
"Khan's Kathi Rolls","Noida",400,0,0,0,76,3.2,"Average",52
"Nathu's Sweets","Noida",600,0,1,0,211,2.5,"Average",52
"Nawabi Mughlai Zaika","Noida",600,0,1,0,19,3.3,"Average",52
"Nite Bites","Noida",650,0,1,0,68,3.4,"Average",52
"Nizam's Kathi Kabab","Noida",900,0,1,0,139,3,"Average",52
"NSD Resto Bar & Kitchen","Noida",1000,1,0,0,19,2.6,"Average",52
"PS Wah Bhai Wah","Noida",700,0,1,0,89,2.6,"Average",52
"Sagar Ratna","Noida",600,0,1,0,277,3.2,"Average",63
"Sbarro","Noida",600,0,1,0,97,3.3,"Average",56
"Swag & Swad","Noida",600,0,1,0,19,3.4,"Average",52
"The Fizz","Noida",1400,1,1,0,80,3.2,"Average",52
"The Kitchen","Noida",350,0,1,0,47,3.2,"Average",52
"Twenty Four Seven","Noida",300,0,0,0,45,3.4,"Average",22
"Vinny's Restro Bar","Noida",1300,1,0,0,37,3.2,"Average",52
"Walk In The Woods","Noida",1400,1,1,0,203,3,"Average",52
"Xiian","Noida",1400,1,1,0,286,3.4,"Average",32
"Zest Bar and Lounge","Noida",1000,1,0,0,223,3.4,"Average",23
"Angels in my Kitchen","Noida",350,0,1,0,205,3.9,"Good",7
"Baby Dragon Bar & Restaurant","Noida",1350,1,1,0,326,3.5,"Good",52
"Baker Street","Noida",300,0,1,0,40,3.6,"Good",7
"Bamboo Shoots","Noida",1600,1,1,0,515,3.9,"Good",17
"Bikanervala Bliss","Noida",1200,0,0,0,235,3.6,"Good",52
"Bikanervala","Noida",550,0,1,0,331,3.7,"Good",52
"Bikkgane Biryani","Noida",800,1,1,0,612,3.8,"Good",11
"Burbee's Cafe","Noida",900,1,1,0,833,3.7,"Good",1
"Cafe Coffee Day","Noida",450,0,1,0,125,3.6,"Good",15
"Deez Biryani & Kebabs","Noida",650,0,1,0,430,3.5,"Good",11
"Desi Vibes","Noida",1400,0,1,0,2019,3.8,"Good",52
"Dhaba at Atta","Noida",1000,0,1,0,477,3.8,"Good",52
"DND","Noida",350,0,1,0,196,3.5,"Good",52
"Domino's Pizza","Noida",700,0,0,0,547,3.6,"Good",56
"Donald's Pastry Shop","Noida",300,0,1,0,402,3.8,"Good",7
"Doosri Mehfil","Noida",950,1,1,0,285,3.8,"Good",52
"Fit Bites","Noida",800,0,1,0,154,3.8,"Good",28
"Hungry Minister","Noida",400,0,1,1,147,3.5,"Good",18
"Hurry's Paratha","Noida",200,0,1,0,47,3.5,"Good",56
"Imly","Noida",600,0,0,0,204,3.9,"Good",66
"Jambox","Noida",500,0,1,0,30,3.6,"Good",22
"LIT Ultrabar","Noida",1550,1,0,0,425,3.6,"Good",18
"Mainland China","Noida",1800,1,1,0,743,3.7,"Good",17
"McDonald's","Noida",500,0,1,0,403,3.9,"Good",22
"Metro Dhaba","Noida",500,0,1,0,418,3.8,"Good",52
